Opportunity_Id,AccountId,OwnerId,Name,StageName,Amount,Probability,ExpectedRevenue,Type,LeadSource,ForecastCategory,ForecastCategoryName,CreatedDate,FiscalQuarter,FiscalYear,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c,,
9438fb25-0c5f-4e6f-8e8a-238b8fc05224,6765da89-eb69-49bf-ae19-325c70a2811e,2f97a211-f257-45c9-a30d-99a4ff732a6f,Hall-Stevens,Qualification,813113,84,24248,New Business,Purchased List,Best Case,Best Case,4/14/2022 13:38,4,2023,Completed,391686,6232,Word of mouth,SAP,,"insert into Opportunity  values('9438fb25-0c5f-4e6f-8e8a-238b8fc05224','6765da89-eb69-49bf-ae19-325c70a2811e','2f97a211-f257-45c9-a30d-99a4ff732a6f','Hall-Stevens','Qualification','813113','84','24248','New Business','Purchased List','Best Case','Best Case','2022-04-14','4','1905','Completed','391686','6232','Word of mouth','SAP')"
1344db24-2b12-4e2b-bdea-cbae4ee2366f,b06bd2c4-6eff-4e99-a94d-f2210d6f60cc,008dc84d-b2a5-4c93-a998-4a64e4fe0554,"Hamilton, Middleton and Jordan",Id. Decision Makers,756386,74,23667,Add-On Business,Phone Inquiry,Omitted,Omitted,5/25/2022 17:34,1,2023,Pending,769350,1042,Word of mouth,IBM,,"insert into Opportunity  values('1344db24-2b12-4e2b-bdea-cbae4ee2366f','b06bd2c4-6eff-4e99-a94d-f2210d6f60cc','008dc84d-b2a5-4c93-a998-4a64e4fe0554','Hamilton, Middleton and Jordan','Id. Decision Makers','756386','74','23667','Add-On Business','Phone Inquiry','Omitted','Omitted','2022-05-25','1','1905','Pending','769350','1042','Word of mouth','IBM')"
70cb2a29-b63f-4be1-b5e8-77dbabcc7287,fcfcea4f-d902-4326-8063-05f3c45c9a3f,6315df8c-403e-4bf0-90fc-a6f52b481ffc,Wiggins-Diaz,Closed Lost,773594,83,39122,Add-On Business,Purchased List,Omitted,Commit,1/13/2023 22:47,3,2021,Pending,605299,8790,Word of mouth,IBM,,"insert into Opportunity  values('70cb2a29-b63f-4be1-b5e8-77dbabcc7287','fcfcea4f-d902-4326-8063-05f3c45c9a3f','6315df8c-403e-4bf0-90fc-a6f52b481ffc','Wiggins-Diaz','Closed Lost','773594','83','39122','Add-On Business','Purchased List','Omitted','Commit','2023-01-13','3','1905','Pending','605299','8790','Word of mouth','IBM')"
4638b312-5736-4a1d-947d-b57db1caaedf,cbc12c48-3ce6-43ae-a81b-8cdd420676e9,541ca349-a3bb-44d8-8fc3-bb90044d7da9,Griffin and Sons,Value Proposition,219176,72,48189,Add-On Business,Purchased List,Best Case,Pipeline,3/15/2023 16:41,2,2021,Completed,257114,2387,Salesforce.com,Oracle,,"insert into Opportunity  values('4638b312-5736-4a1d-947d-b57db1caaedf','cbc12c48-3ce6-43ae-a81b-8cdd420676e9','541ca349-a3bb-44d8-8fc3-bb90044d7da9','Griffin and Sons','Value Proposition','219176','72','48189','Add-On Business','Purchased List','Best Case','Pipeline','2023-03-15','2','1905','Completed','257114','2387','Salesforce.com','Oracle')"
19c29b60-b98b-48fd-b2f2-628fc700cc5e,4b879939-6156-4513-9ccf-f83e2d112b0b,abac66de-fad1-4596-ae7e-c093341a9bfa,Sandoval PLC,Needs Analysis,308097,56,42699,Add-On Business,Purchased List,Best Case,Pipeline,8/8/2022 14:56,1,2020,Pending,556811,1351,Word of mouth,Oracle,,"insert into Opportunity  values('19c29b60-b98b-48fd-b2f2-628fc700cc5e','4b879939-6156-4513-9ccf-f83e2d112b0b','abac66de-fad1-4596-ae7e-c093341a9bfa','Sandoval PLC','Needs Analysis','308097','56','42699','Add-On Business','Purchased List','Best Case','Pipeline','2022-08-08','1','1905','Pending','556811','1351','Word of mouth','Oracle')"
5c92a32f-86a3-42c7-bc78-f8f00d008a37,311b19be-bfef-463d-a493-e9dcfb833b4f,f3759e3f-a59c-4e71-b78d-cf634f0e1db5,"Brown, Delacruz and Lopez",Needs Analysis,99289,39,50207,New Business,Phone Inquiry,Best Case,Omitted,5/3/2022 11:51,2,2023,Pending,811845,7119,Word of mouth,IBM,,"insert into Opportunity  values('5c92a32f-86a3-42c7-bc78-f8f00d008a37','311b19be-bfef-463d-a493-e9dcfb833b4f','f3759e3f-a59c-4e71-b78d-cf634f0e1db5','Brown, Delacruz and Lopez','Needs Analysis','99289','39','50207','New Business','Phone Inquiry','Best Case','Omitted','2022-05-03','2','1905','Pending','811845','7119','Word of mouth','IBM')"
d9bef7ae-f391-4dbc-a7aa-7984232a19e8,ffd6b43d-efd4-47e9-b3cc-a03635251e58,20580845-1df6-4a03-83fe-d397c763dda5,Wilkinson LLC,Qualification,579306,62,26162,New Business,Purchased List,Best Case,Omitted,4/29/2022 2:53,1,2021,Completed,634142,8047,Partner Referral,Microsoft,,"insert into Opportunity  values('d9bef7ae-f391-4dbc-a7aa-7984232a19e8','ffd6b43d-efd4-47e9-b3cc-a03635251e58','20580845-1df6-4a03-83fe-d397c763dda5','Wilkinson LLC','Qualification','579306','62','26162','New Business','Purchased List','Best Case','Omitted','2022-04-29','1','1905','Completed','634142','8047','Partner Referral','Microsoft')"
b7603ff8-24fd-43b0-92f0-ccafc97c4653,731ae6cf-d96b-4503-b5b4-7135777715fb,4fe9875d-236e-4632-b2bd-e4c0c5011dc7,Reed-Vincent,Qualification,361357,62,28739,Add-On Business,Purchased List,Pipeline,Commit,4/15/2022 7:03,1,2023,Pending,864578,6469,Vendor Referral,SAP,,"insert into Opportunity  values('b7603ff8-24fd-43b0-92f0-ccafc97c4653','731ae6cf-d96b-4503-b5b4-7135777715fb','4fe9875d-236e-4632-b2bd-e4c0c5011dc7','Reed-Vincent','Qualification','361357','62','28739','Add-On Business','Purchased List','Pipeline','Commit','2022-04-15','1','1905','Pending','864578','6469','Vendor Referral','SAP')"
4eee1ec4-549e-4f2b-8f9a-e7244b39d83a,500aa89b-76bd-4316-8430-9e4c7684bf35,eaaf7d4d-8ab1-4d61-8884-affedce1d106,"Freeman, Savage and Hurst",Closed Lost,841271,66,44317,Renewal,Purchased List,Best Case,Commit,11/12/2022 23:48,2,2020,Pending,191559,5667,Salesforce.com,IBM,,"insert into Opportunity  values('4eee1ec4-549e-4f2b-8f9a-e7244b39d83a','500aa89b-76bd-4316-8430-9e4c7684bf35','eaaf7d4d-8ab1-4d61-8884-affedce1d106','Freeman, Savage and Hurst','Closed Lost','841271','66','44317','Renewal','Purchased List','Best Case','Commit','2022-11-12','2','1905','Pending','191559','5667','Salesforce.com','IBM')"
c0cd3f25-2fad-4dba-81a3-bd617256b482,8e4fc35c-e02c-4291-99ae-4247b2cb209a,fa58e03a-65f5-4c04-99b9-cf15219e0399,Jones PLC,Value Proposition,115793,76,32488,New Business,Purchased List,Omitted,Pipeline,10/25/2022 9:24,1,2022,Pending,775935,5912,Vendor Referral,Oracle,,"insert into Opportunity  values('c0cd3f25-2fad-4dba-81a3-bd617256b482','8e4fc35c-e02c-4291-99ae-4247b2cb209a','fa58e03a-65f5-4c04-99b9-cf15219e0399','Jones PLC','Value Proposition','115793','76','32488','New Business','Purchased List','Omitted','Pipeline','2022-10-25','1','1905','Pending','775935','5912','Vendor Referral','Oracle')"
e294f056-71b7-470e-9eab-e2025f6abd93,08b09560-c78d-4c1b-aeeb-f4da6e885ab1,99d79965-27e2-4842-82d2-ca6516d71bba,"Shaw, Cole and Cox",Closed Lost,581057,83,54385,New Business,Phone Inquiry,Best Case,Pipeline,8/26/2022 20:07,4,2023,Completed,591246,1715,Partner Referral,IBM,,"insert into Opportunity  values('e294f056-71b7-470e-9eab-e2025f6abd93','08b09560-c78d-4c1b-aeeb-f4da6e885ab1','99d79965-27e2-4842-82d2-ca6516d71bba','Shaw, Cole and Cox','Closed Lost','581057','83','54385','New Business','Phone Inquiry','Best Case','Pipeline','2022-08-26','4','1905','Completed','591246','1715','Partner Referral','IBM')"
f4311bb0-3554-4afa-a716-38cc3987ac7a,1f633c31-d44e-47e3-b400-dbb46eda8890,061c9e0f-4776-405c-8eb3-f7a4cf77b4ea,"Suarez, Dillon and Blackwell",Qualification,523641,46,80139,New Business,Partner Referral,Commit,Commit,2/28/2023 1:39,1,2021,Pending,460417,2814,Word of mouth,IBM,,"insert into Opportunity  values('f4311bb0-3554-4afa-a716-38cc3987ac7a','1f633c31-d44e-47e3-b400-dbb46eda8890','061c9e0f-4776-405c-8eb3-f7a4cf77b4ea','Suarez, Dillon and Blackwell','Qualification','523641','46','80139','New Business','Partner Referral','Commit','Commit','2023-02-28','1','1905','Pending','460417','2814','Word of mouth','IBM')"
95958745-e5b2-4fdd-8e4f-533fdb8e8a3a,6d388417-22c9-4d81-9b73-395e3d16a482,7dcc2045-2389-4acd-bba5-ce46d166e76c,"Flores, Allen and Atkinson",Id. Decision Makers,431808,87,99366,Renewal,Phone Inquiry,Best Case,Omitted,12/10/2022 7:09,2,2020,Pending,614353,5309,Vendor Referral,Microsoft,,"insert into Opportunity  values('95958745-e5b2-4fdd-8e4f-533fdb8e8a3a','6d388417-22c9-4d81-9b73-395e3d16a482','7dcc2045-2389-4acd-bba5-ce46d166e76c','Flores, Allen and Atkinson','Id. Decision Makers','431808','87','99366','Renewal','Phone Inquiry','Best Case','Omitted','2022-12-10','2','1905','Pending','614353','5309','Vendor Referral','Microsoft')"
3b33d894-b8b7-4bf8-8739-38e2ebd89c59,0bddd698-72b3-40ba-807e-8a2f3c4a89a4,c1e464fa-9e7c-44bf-9f07-1f4e4075926a,Trujillo Inc,Proposal/Price Quote,984143,54,83918,Renewal,Web,Best Case,Pipeline,1/11/2023 16:54,4,2021,Completed,809909,1219,Partner Referral,IBM,,"insert into Opportunity  values('3b33d894-b8b7-4bf8-8739-38e2ebd89c59','0bddd698-72b3-40ba-807e-8a2f3c4a89a4','c1e464fa-9e7c-44bf-9f07-1f4e4075926a','Trujillo Inc','Proposal/Price Quote','984143','54','83918','Renewal','Web','Best Case','Pipeline','2023-01-11','4','1905','Completed','809909','1219','Partner Referral','IBM')"
57695636-4d7d-4a10-bfc8-a36a08149237,8e73c108-e67c-4bf9-b251-30786b69fef2,fa539050-3da8-4913-94e0-16fcdbde48ea,"Mccoy, Turner and Reese",Perception Analysis,806624,100,83770,Renewal,Phone Inquiry,Best Case,Best Case,9/16/2022 1:06,1,2021,Completed,629786,1566,Vendor Referral,IBM,,"insert into Opportunity  values('57695636-4d7d-4a10-bfc8-a36a08149237','8e73c108-e67c-4bf9-b251-30786b69fef2','fa539050-3da8-4913-94e0-16fcdbde48ea','Mccoy, Turner and Reese','Perception Analysis','806624','100','83770','Renewal','Phone Inquiry','Best Case','Best Case','2022-09-16','1','1905','Completed','629786','1566','Vendor Referral','IBM')"
b4941b28-e855-478e-a8e2-5def71c2362e,364af9ba-c679-48fa-b0c4-b4c2d55a8be9,ad3d8d99-57ab-4449-b272-0a03343f3d49,Ramos Inc,Closed Lost,823789,58,75234,New Business,Purchased List,Omitted,Pipeline,2/7/2023 14:56,2,2022,Pending,341462,2096,Word of mouth,Microsoft,,"insert into Opportunity  values('b4941b28-e855-478e-a8e2-5def71c2362e','364af9ba-c679-48fa-b0c4-b4c2d55a8be9','ad3d8d99-57ab-4449-b272-0a03343f3d49','Ramos Inc','Closed Lost','823789','58','75234','New Business','Purchased List','Omitted','Pipeline','2023-02-07','2','1905','Pending','341462','2096','Word of mouth','Microsoft')"
52fb67d5-75fe-44c0-9f4a-333b4fc700c0,5a0340c7-9806-4c84-b98d-c4123dcc3f48,5c02a601-660e-44a0-95c7-76a82b724440,"Navarro, Herrera and Anderson",Qualification,953325,22,85144,New Business,Purchased List,Best Case,Commit,10/9/2022 11:36,4,2020,Pending,594303,9374,Word of mouth,Microsoft,,"insert into Opportunity  values('52fb67d5-75fe-44c0-9f4a-333b4fc700c0','5a0340c7-9806-4c84-b98d-c4123dcc3f48','5c02a601-660e-44a0-95c7-76a82b724440','Navarro, Herrera and Anderson','Qualification','953325','22','85144','New Business','Purchased List','Best Case','Commit','2022-10-09','4','1905','Pending','594303','9374','Word of mouth','Microsoft')"
7d5bb7ec-dbe0-45cf-b497-4fe68e12006f,85762fe9-c73c-47ab-85d2-acd5cb7fa6f6,83055eff-db69-4ae9-8215-17c88baea70d,Fleming Group,Needs Analysis,212721,53,90135,Add-On Business,Phone Inquiry,Pipeline,Omitted,6/13/2022 5:00,1,2020,Completed,825331,4512,Salesforce.com,Oracle,,"insert into Opportunity  values('7d5bb7ec-dbe0-45cf-b497-4fe68e12006f','85762fe9-c73c-47ab-85d2-acd5cb7fa6f6','83055eff-db69-4ae9-8215-17c88baea70d','Fleming Group','Needs Analysis','212721','53','90135','Add-On Business','Phone Inquiry','Pipeline','Omitted','2022-06-13','1','1905','Completed','825331','4512','Salesforce.com','Oracle')"
b8fb26da-c7ac-4161-b2d8-2b3ceee907d2,9bdf666c-68f7-4185-a0f3-3f51a37bd88b,6160dd4e-c460-46ab-b229-b291cfbba1c5,"Barrett, Campbell and Mckinney",Closed Won,225556,50,49175,Add-On Business,Purchased List,Omitted,Pipeline,4/20/2022 9:30,2,2022,Completed,811353,4471,Word of mouth,IBM,,"insert into Opportunity  values('b8fb26da-c7ac-4161-b2d8-2b3ceee907d2','9bdf666c-68f7-4185-a0f3-3f51a37bd88b','6160dd4e-c460-46ab-b229-b291cfbba1c5','Barrett, Campbell and Mckinney','Closed Won','225556','50','49175','Add-On Business','Purchased List','Omitted','Pipeline','2022-04-20','2','1905','Completed','811353','4471','Word of mouth','IBM')"
4bd97300-cefd-43d4-b5d4-644d5896f3c2,59e0713c-8a26-48fe-a194-93dc95537491,4a2226e6-314f-4fe9-921a-27e8d1d226dd,Hicks and Sons,Negotiation/Review,626610,44,95129,New Business,Web,Pipeline,Best Case,7/2/2022 10:08,4,2020,Completed,885400,3333,Vendor Referral,Microsoft,,"insert into Opportunity  values('4bd97300-cefd-43d4-b5d4-644d5896f3c2','59e0713c-8a26-48fe-a194-93dc95537491','4a2226e6-314f-4fe9-921a-27e8d1d226dd','Hicks and Sons','Negotiation/Review','626610','44','95129','New Business','Web','Pipeline','Best Case','2022-07-02','4','1905','Completed','885400','3333','Vendor Referral','Microsoft')"
dd101b57-024b-468a-91b2-acc3ed5f949b,99a2c786-312a-4208-93a2-2eabc651de70,2e720267-7d5a-4de8-b1eb-5ab01bd5813b,Davis PLC,Proposal/Price Quote,25307,38,9517,Add-On Business,Web,Best Case,Best Case,7/22/2022 16:15,1,2020,Completed,303107,1851,Partner Referral,Microsoft,,"insert into Opportunity  values('dd101b57-024b-468a-91b2-acc3ed5f949b','99a2c786-312a-4208-93a2-2eabc651de70','2e720267-7d5a-4de8-b1eb-5ab01bd5813b','Davis PLC','Proposal/Price Quote','25307','38','9517','Add-On Business','Web','Best Case','Best Case','2022-07-22','1','1905','Completed','303107','1851','Partner Referral','Microsoft')"
e2e1a69a-b9ac-425c-9c37-f8cf3d72c078,601567a5-a529-4b80-9df9-e81c12661d44,95a87641-5d1b-444b-b10a-914bf2a47f8c,"Wright, Crawford and Hernandez",Closed Lost,945523,72,23887,Renewal,Web,Commit,Omitted,12/1/2022 8:10,1,2023,Completed,150795,9350,Salesforce.com,SAP,,"insert into Opportunity  values('e2e1a69a-b9ac-425c-9c37-f8cf3d72c078','601567a5-a529-4b80-9df9-e81c12661d44','95a87641-5d1b-444b-b10a-914bf2a47f8c','Wright, Crawford and Hernandez','Closed Lost','945523','72','23887','Renewal','Web','Commit','Omitted','2022-12-01','1','1905','Completed','150795','9350','Salesforce.com','SAP')"
a7169650-39d0-4954-bec8-36e299b3bb97,f35493fc-ccff-4050-b0a6-9d3cdd7d15df,c9877d46-fc47-45be-973c-e58d58bb86f4,"Roberts, Davidson and Maldonado",Closed Lost,790252,83,64828,Renewal,Web,Best Case,Best Case,9/25/2022 14:31,2,2020,Completed,391444,5798,Partner Referral,Microsoft,,"insert into Opportunity  values('a7169650-39d0-4954-bec8-36e299b3bb97','f35493fc-ccff-4050-b0a6-9d3cdd7d15df','c9877d46-fc47-45be-973c-e58d58bb86f4','Roberts, Davidson and Maldonado','Closed Lost','790252','83','64828','Renewal','Web','Best Case','Best Case','2022-09-25','2','1905','Completed','391444','5798','Partner Referral','Microsoft')"
0556aaa6-35d1-4761-bd93-d7e039ed3a4b,4523883a-3a97-4cf2-8e85-052b45f5115e,08daa517-4816-45f3-83f4-9d2b180425e5,"Martin, Gordon and Moore",Prospecting,298609,79,32438,Renewal,Partner Referral,Commit,Pipeline,5/25/2022 17:44,3,2021,Pending,397766,6068,Word of mouth,SAP,,"insert into Opportunity  values('0556aaa6-35d1-4761-bd93-d7e039ed3a4b','4523883a-3a97-4cf2-8e85-052b45f5115e','08daa517-4816-45f3-83f4-9d2b180425e5','Martin, Gordon and Moore','Prospecting','298609','79','32438','Renewal','Partner Referral','Commit','Pipeline','2022-05-25','3','1905','Pending','397766','6068','Word of mouth','SAP')"
3ad9c047-b17c-43e8-8d93-71b8987ed03b,4d35d023-aeb7-42ff-b210-cdaeed864b5c,9352300d-0bad-4b86-8c2e-4485b057d39b,"Jones, Benson and Massey",Prospecting,626568,53,7735,Renewal,Web,Pipeline,Commit,9/16/2022 2:52,1,2022,Pending,840151,4744,Word of mouth,Microsoft,,"insert into Opportunity  values('3ad9c047-b17c-43e8-8d93-71b8987ed03b','4d35d023-aeb7-42ff-b210-cdaeed864b5c','9352300d-0bad-4b86-8c2e-4485b057d39b','Jones, Benson and Massey','Prospecting','626568','53','7735','Renewal','Web','Pipeline','Commit','2022-09-16','1','1905','Pending','840151','4744','Word of mouth','Microsoft')"
576bea46-388c-4355-97c5-5f66840f12fd,963dcd0b-3c89-40c7-ab5a-7d1f9c891daa,801f3191-4ad4-435b-b3b4-5f566ac038d9,Barker PLC,Prospecting,170695,63,58443,Add-On Business,Web,Commit,Omitted,8/24/2022 8:58,3,2022,Completed,497701,7627,Salesforce.com,Microsoft,,"insert into Opportunity  values('576bea46-388c-4355-97c5-5f66840f12fd','963dcd0b-3c89-40c7-ab5a-7d1f9c891daa','801f3191-4ad4-435b-b3b4-5f566ac038d9','Barker PLC','Prospecting','170695','63','58443','Add-On Business','Web','Commit','Omitted','2022-08-24','3','1905','Completed','497701','7627','Salesforce.com','Microsoft')"
fa500b7c-a3f5-4c97-8873-64fff52dd488,04d3f63a-7671-4a3d-abec-97de99110308,ee818476-8338-44a3-8707-289322bf34f9,Gray-Smith,Closed Lost,418652,20,81583,Renewal,Web,Pipeline,Commit,2/6/2023 14:47,4,2023,Completed,835799,5827,Salesforce.com,IBM,,"insert into Opportunity  values('fa500b7c-a3f5-4c97-8873-64fff52dd488','04d3f63a-7671-4a3d-abec-97de99110308','ee818476-8338-44a3-8707-289322bf34f9','Gray-Smith','Closed Lost','418652','20','81583','Renewal','Web','Pipeline','Commit','2023-02-06','4','1905','Completed','835799','5827','Salesforce.com','IBM')"
59ef7436-d20f-496d-a198-ddd0dce8f74c,44665012-fddd-48a2-86ce-0656b9600c57,5ee07f23-de5b-450e-9444-2ca163307f05,Case-Ford,Needs Analysis,726918,71,17020,Add-On Business,Purchased List,Omitted,Commit,10/25/2022 23:30,2,2021,Pending,268503,6906,Salesforce.com,SAP,,"insert into Opportunity  values('59ef7436-d20f-496d-a198-ddd0dce8f74c','44665012-fddd-48a2-86ce-0656b9600c57','5ee07f23-de5b-450e-9444-2ca163307f05','Case-Ford','Needs Analysis','726918','71','17020','Add-On Business','Purchased List','Omitted','Commit','2022-10-25','2','1905','Pending','268503','6906','Salesforce.com','SAP')"
315aa07d-82f2-4ad4-a6d4-f230e8c14591,ffc81d62-1e89-4978-b29c-e2ce16594524,1b5e40bc-7488-433f-8587-48fdfccc481c,Lewis and Sons,Needs Analysis,887688,80,28079,New Business,Phone Inquiry,Pipeline,Commit,3/19/2022 16:07,2,2020,Completed,385852,4737,Salesforce.com,SAP,,"insert into Opportunity  values('315aa07d-82f2-4ad4-a6d4-f230e8c14591','ffc81d62-1e89-4978-b29c-e2ce16594524','1b5e40bc-7488-433f-8587-48fdfccc481c','Lewis and Sons','Needs Analysis','887688','80','28079','New Business','Phone Inquiry','Pipeline','Commit','2022-03-19','2','1905','Completed','385852','4737','Salesforce.com','SAP')"
