Account_Id,Name,Type,Fax,Phone,Website,Industry,AccountNumber,SICCode__c,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Rating,OwnerId,SLAExpirationDate__c,SLASerialNumber__c,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,Description,CleanStatus,CustomerPriority,Active__c,NumberOfLocations__c,abcd,LastModifiedDate
f6443fbe-69d9-41ca-9733-2ca682ac9aac,"Johnson, Ford and Jenkins",Customer - Channel,487.022.2639,001-126-785-9715x381,https://www.curtis.biz/,Manufacturing,3006,8432,795803,100,Public,GOOG,Hot,706c87f8-95b0-4779-adfe-e7e346693188,12/9/2022 22:19,6642,294 Ryan Court,New Brenda,AL,63259,Lebanon,466 Tina Overpass Apt. 794,Know how result today main. Girl he unit more type remember artist.,Approved,Low,No,9,8/24/2022 18:09,10/11/2022 6:57
82ad900d-9053-48c4-a50d-51c48251334e,Franklin-Nielsen,Customer - Channel,(217)530-4399,(583)949-4388,http://johnson.biz/,Technology,1099,9086,924854,86,Partnership,AMZN,Hot,33b84d53-5876-4862-86b3-3fdde1e30e0a,7/2/2022 18:56,7739,7764 Patricia Glens,Matthewville,IL,71537,Barbados,07564 Andrew Village Apt. 858,Catch us civil someone large analysis. Perhaps level carry such evening deal. Indeed force face. Conference kind state bank set.,Rejected,Medium,Yes,3,9/8/2022 20:49,3/10/2023 14:25
9f99c593-960e-4d69-8c71-c2481f411806,Martin-Williams,Prospect,001-205-339-7777,001-622-623-2849x73024,http://herrera.com/,Technology,9145,3949,216410,41,Public,AAPL,Cold,81976490-b7e5-411c-94e6-ad4d9e7f1435,8/11/2022 10:22,2153,152 Roberts Ways Suite 985,Vegatown,MD,20749,Bouvet Island (Bouvetoya),6336 Robinson Viaduct Suite 605,Everyone hour without there accept but. Ready both a let create. Table important where require happen miss claim let.,Pending,Medium,No,7,8/31/2022 2:24,11/15/2022 19:53
41947c7d-afb3-4711-9d58-be9207e972f6,Goodman-Parker,Customer - Direct,7696838778,444-747-7604x5598,http://burgess.com/,Healthcare,9622,1435,501179,51,Public,MSFT,Warm,78e0a6d0-d5a0-40ee-9b89-ec3444e9e2a1,4/4/2022 15:25,9535,62908 Mccullough Crescent Suite 759,South Melanieview,OH,43324,Vietnam,93674 Beasley Neck Suite 908,Measure company anyone show born certain involve. Audience science significant require. Owner professional should themselves least.,Rejected,Medium,Yes,5,4/12/2022 6:38,12/19/2022 16:46
a3b2ad9a-c2b9-453a-ab2e-eb5a30297fdb,"Johnson, Sullivan and Murphy",Prospect,172.558.2861,(404)493-0662x4509,http://www.lopez.com/,Retail,5894,6476,831151,49,Partnership,AMZN,Warm,796f0217-c334-41ce-ace2-06cf63a35be6,8/24/2022 14:35,1613,3102 Susan Inlet,Jamesville,SD,61257,Algeria,5139 Brady Freeway,Rule clearly side serious. Cup tonight exist memory wish. Although hospital power begin audience TV very.,Pending,Low,Yes,9,1/10/2023 20:07,1/28/2023 11:05
cc5f80ce-e9d6-413c-abf6-a6e34c6becf2,"James, Steele and Garcia",Customer - Channel,874.208.5625x6997,+1-481-952-9170x2299,https://allen.com/,Healthcare,5252,6718,846741,91,Partnership,AAPL,Cold,bc9156b8-8db3-4894-a193-bf553899c706,6/15/2022 7:57,3457,286 Collins Shoals Suite 144,West Kathrynton,SC,49204,Netherlands Antilles,2335 Mike Cliffs Suite 788,Address billion early him quality happy among. Away answer operation plant. Record child surface rate.,Rejected,High,No,10,8/18/2022 5:46,3/13/2023 7:25
d90afeab-73f3-45e7-af35-cd6cf7daea17,Waters-Rodriguez,Customer - Channel,001-973-137-7497,(242)322-9796,http://www.jones.biz/,Manufacturing,9127,4885,517086,49,Public,GOOG,Cold,66434238-05e7-48a8-9f27-f2abe6514110,4/9/2022 16:50,8226,19897 Munoz Mountains Apt. 482,North Johnshire,IN,40785,Congo,65531 Anthony River Suite 898,Win serve land still.,Pending,Medium,No,7,2/21/2023 16:21,7/15/2022 6:37
0b652fd6-3e1b-406f-aaa5-cd95149f185c,Wilson Ltd,Customer - Channel,646-087-1695x03693,(694)093-1480x6485,https://phillips-banks.com/,Retail,2744,6236,102627,32,Partnership,FB,Hot,5c8b221a-57b7-4de4-9281-cf14dc442d6a,7/12/2022 0:05,2894,10308 Cody Locks,North Matthew,IL,73760,Reunion,92036 William Forest Suite 630,Green lay develop at issue above affect. Affect investment responsibility check might. Against news issue.,Approved,Medium,No,6,5/12/2022 8:04,5/11/2022 22:29
c4df31f7-7a24-4536-badc-0225b5673f54,"Reeves, Shaffer and Campbell",Customer - Channel,+1-648-537-3718x98801,(335)278-5665x17798,https://www.webb-torres.biz/,Finance,8434,9450,844391,39,Partnership,FB,Cold,ab922309-507c-451a-9269-291d5b4f5d96,7/15/2022 16:15,7171,18207 Nicholas Glens,Arnoldhaven,ME,56322,Spain,831 Mitchell Spring Suite 768,Indicate look indeed full. Front foot natural study stage onto.,Rejected,High,No,7,10/23/2022 4:31,2/11/2023 19:50
3431122f-0c12-4010-bdf4-98e23ce11b3e,"Wilson, Mccullough and Hernandez",Prospect,697-525-2317x1796,521.627.8058,https://fuentes-young.biz/,Retail,1929,5622,579677,24,Partnership,AAPL,Warm,885e81d9-e939-4f38-8121-b64c907ba76f,2/13/2023 18:51,3883,914 Joseph Creek Apt. 809,Christopherview,AS,59900,Portugal,6605 Harper Coves Suite 585,Clear majority Mr party performance. Often there meeting free. Police theory space between society.,Rejected,High,No,3,7/20/2022 16:44,11/24/2022 15:16
f49a44f2-a4be-4364-8ed2-8e50130627c2,"Blevins, Cole and Galloway",Customer - Channel,480-827-6399,354-159-7054x833,https://www.delgado.com/,Retail,8244,8971,292047,88,Partnership,GOOG,Warm,a91afb47-5790-499c-a6b1-ccd4e231d24c,7/8/2022 23:27,6185,4803 Lauren Crossing Apt. 847,Matthewfort,IN,5268,Ireland,419 Turner Fords,Manage short tell class generation information nice. Quality arrive into civil movement what spring.,Pending,High,No,3,9/2/2022 0:54,3/9/2023 20:42
554c09fb-fd3e-4c0a-a8dd-c795e7287113,Price Inc,Customer - Channel,+1-123-711-4821x4346,(852)514-7657x06619,http://www.johnston.org/,Healthcare,7170,4408,607391,40,Partnership,FB,Cold,b483a983-ebe9-42d2-9dc3-9287847a2565,6/5/2022 14:28,7391,3607 Price Lakes Apt. 184,East Jenniferbury,ND,78628,North Macedonia,4225 Smith Points Apt. 008,Beautiful pattern mention view yet. Middle important stay travel appear. Rock whole money. Foreign successful represent language line middle.,Pending,Medium,No,9,3/19/2022 4:12,4/27/2022 5:23
fcfcea4f-d902-4326-8063-05f3c45c9a3f,White-Sanchez,Prospect,770.918.0710,001-356-392-5073,http://www.campbell.com/,Technology,6029,3276,774146,31,Subsidiary,MSFT,Hot,95a87641-5d1b-444b-b10a-914bf2a47f8c,10/4/2022 15:24,3758,9280 Stephanie Walks Suite 266,West Feliciahaven,CA,20004,Senegal,57312 Kelly Extension,Newspaper enjoy smile attorney business father.,Pending,High,No,3,2/8/2023 1:19,4/20/2022 14:03
469cef3c-2898-4262-9e57-d8076e031d5e,Alexander-Miller,Prospect,001-741-897-2993x561,-8124,http://www.young.com/,Finance,3343,1226,178868,34,Private,MSFT,Cold,77c3f8ae-057e-4934-a5cb-1ee5b2589088,3/20/2022 7:46,8470,277 Rubio Lodge,South Tonyaside,RI,6952,Kenya,2868 Donna Stream,Attorney hit usually cup become so. Give dog event five. Hold through which daughter eye new.,Rejected,Medium,Yes,2,7/2/2022 14:36,4/7/2022 7:55
283ce927-587c-49f6-afe1-f32b8d7e83d6,Martinez PLC,Customer - Channel,244.078.2892,001-969-643-4653x60760,http://morton.com/,Retail,4240,7978,306240,28,Subsidiary,AAPL,Hot,0eda4706-8b11-4cfe-b8c9-64c7f6c189fd,1/1/2023 11:54,2633,9518 Bradley Avenue Apt. 468,Markhaven,WI,57688,South Africa,2819 Margaret Manor,Story goal quickly into direction then court. Campaign plan write soon might address. Upon recent language respond someone look.,Pending,Medium,Yes,8,3/1/2023 8:39,9/3/2022 13:47
081ea5cd-8231-4a65-aa34-a358eef79d68,"Ritter, Reynolds and Mcbride",Customer - Channel,679.668.5378,001-051-844-3339x8343,http://burgess.com/,Retail,8472,9116,820697,58,Subsidiary,FB,Hot,3f89f232-b820-4436-9c95-ea838c5fe607,11/29/2022 11:50,8959,6195 Orr Canyon,South Hannah,CO,71570,Malawi,623 Stanley Row,Never land agent media drive walk body. Occur hard partner myself morning. Baby open so only than face life design.,Approved,Medium,Yes,3,3/1/2023 22:41,2/27/2023 5:33
3bfd0b02-97cd-4697-aa80-3cb402b1b844,Mays-Ryan,Prospect,482.417.3274x5509,001-658-839-7043,https://lewis-west.info/,Healthcare,8261,5686,523401,65,Public,GOOG,Warm,0276feea-ff0b-42b1-92ad-d4e57cd2763e,12/17/2022 20:50,5423,65574 Lisa Terrace Apt. 216,Garciaport,NJ,40073,Venezuela,9021 Casey Wells Suite 261,To where home hear pressure. Single soon protect suddenly above national issue.,Rejected,Low,No,1,5/25/2022 4:26,5/10/2022 18:56
cf162d67-6827-44e4-aa43-e64447dd46b7,Wolfe-Barrett,Customer - Channel,(585)862-1551,(713)971-7259x3383,https://perez.info/,Retail,2909,1244,619772,81,Public,FB,Warm,de180478-2dd0-4f4c-941e-3afbf4ee41f3,8/10/2022 17:36,3631,733 Taylor Forks,South Ernest,MS,58551,San Marino,67936 Donna River,Baby already single trouble team role. Under rate system up blood piece. Fast bag dark red near strategy bag.,Pending,High,Yes,10,6/18/2022 11:54,1/7/2023 1:01
e8318bd3-886a-4e47-8a6a-c32eca6fc630,"Garrett, Fowler and Lawrence",Customer - Direct,968.241.4319x15747,919.588.2830,http://www.taylor.com/,Finance,1715,8017,207083,61,Public,FB,Warm,c5a02fa9-1615-4431-94f6-75de601c76de,4/24/2022 12:02,6579,92685 Michael Summit,Jocelynberg,VA,44572,Montenegro,09032 Linda Lakes Apt. 371,Hundred bit turn nearly yard front. Miss feel game.,Pending,High,Yes,4,11/19/2022 6:03,11/26/2022 15:23
1820b401-0237-42c2-a45b-43aa210b276c,"Lloyd, Stone and Vaughan",Customer - Channel,001-744-624-3361x586,845-788-1760x01735,https://conley-brown.org/,Retail,6166,9313,677519,59,Private,FB,Cold,36d36ffb-b466-4d77-8c24-c140785bd59a,1/29/2023 2:52,7619,620 Richard Course Suite 235,Port Tanyaland,PA,79585,Lithuania,1052 Dillon Valley Apt. 598,General PM nearly issue soon. Of food occur those.,Pending,Medium,No,6,10/29/2022 22:30,1/8/2023 10:10
95137e55-e7e3-46e1-87c8-1ee0d75c1658,"Crosby, Yu and Bradley",Customer - Direct,(704)094-9323x13861,561-137-1646,http://www.mcmillan.com/,Technology,2606,6504,766004,29,Private,AMZN,Hot,396de306-a1bf-48ed-bb63-d1aca5a63e8b,4/9/2022 12:30,4702,8519 Tiffany Trafficway,Garciaton,MH,54374,North Macedonia,1688 Kayla Views,Major contain common no. Mission road before hard.,Pending,Medium,Yes,10,1/26/2023 15:08,5/23/2022 6:18
d9ec2215-4e71-428f-9bbb-3da13ea86917,Tran Group,Customer - Direct,001-358-283-8124x259,8388211944,https://www.leach.com/,Finance,5346,2891,772963,41,Subsidiary,AAPL,Cold,0838aac1-a845-41db-aeaf-ae1900b0af94,2/20/2023 6:46,4962,79555 Obrien Station Suite 906,Port Antonio,NV,3235,Falkland Islands (Malvinas),23230 Aimee Shoals Apt. 604,Conference show base all meet six. Read son exist institution far how seven century.,Pending,Low,Yes,9,7/8/2022 8:51,9/6/2022 22:01
6dee7bfc-467f-4342-8123-c0c17d0c95d2,"Hart, Gonzalez and Gutierrez",Prospect,001-580-381-0024x6441,067-243-0383x8627,http://www.lopez-garrett.org/,Technology,1432,6937,776280,52,Subsidiary,AAPL,Hot,292802bf-78f1-4ef7-b03b-2bdd1ed18ced,4/12/2022 10:37,4776,40938 Carter Road Suite 737,Jenniferland,CO,55294,Ethiopia,4451 Mike Fork Apt. 505,Put center perform. Upon program at beyond recent.,Approved,Medium,Yes,7,1/3/2023 5:42,12/24/2022 6:01
1c081ad1-5df6-4ca8-87bc-ff9178a4c82e,"Russell, Brown and Baker",Prospect,5895595012,821.366.5931x598,https://www.jensen-coleman.com/,Healthcare,4389,6802,732801,39,Partnership,AAPL,Hot,bcf94a2c-ad88-46db-ab4b-1831f5d2aa1d,2/25/2023 6:38,6878,588 Laura Turnpike,Alvarezburgh,HI,19552,Senegal,171 Daniel Keys Suite 698,Fill authority country hair expect address its. Speak police establish do.,Rejected,Medium,Yes,5,4/22/2022 13:47,4/13/2022 14:41
a0395030-887a-4c9e-bcf2-dc67be9abd1a,Owens LLC,Customer - Channel,(067)691-6633,001-229-581-8270x20112,https://cole-nguyen.com/,Manufacturing,1461,2328,126988,23,Subsidiary,GOOG,Warm,06e41e74-016a-4a4d-a67c-14340b85580f,9/27/2022 19:33,5041,7983 Tiffany Passage Apt. 147,New Aprilmouth,PR,535,Palau,6736 Dawn Rue,Moment then west account build happen court.,Approved,Low,Yes,6,4/15/2022 3:47,8/14/2022 19:45
b31956f4-f6e8-4155-a0c1-2e7b559e0de1,Allen-Mcintosh,Customer - Direct,166.442.2721,091-872-5551,http://www.white.com/,Retail,1556,1624,117379,27,Public,AMZN,Cold,e8dd6ef6-6872-472f-ba55-2b224cc5560d,8/15/2022 0:56,3937,74283 Coleman Divide Apt. 170,Jeremyshire,AZ,17588,Oman,363 Christopher Fort Suite 560,Week somebody learn specific return center.,Approved,Low,No,7,2/8/2023 5:20,2/19/2023 16:04
88df40f0-691e-4d0d-bd76-d30ca78100fa,Perez-Chase,Prospect,5180773427,236.510.2711x4372,https://frank.com/,Finance,5193,3356,982351,73,Partnership,MSFT,Hot,26e039a8-dcb5-4432-8f01-5643c0241f09,11/2/2022 12:58,7510,8557 Mcmillan Fords,Lake Sabrinamouth,RI,50923,Tonga,469 Vargas Island Apt. 154,Talk third human. Inside rich rich huge and yourself artist.,Pending,Low,No,7,11/2/2022 20:18,3/12/2023 4:11
cb89c7d2-b231-42d2-b990-b62d416f43a4,"Watson, Sweeney and Bennett",Prospect,-2980,5588040506,http://jones-gomez.com/,Manufacturing,9315,3900,110998,11,Public,FB,Warm,61496ca5-fccd-4e6a-b73b-12bd5578547f,9/3/2022 6:06,1590,02385 Bender Villages,East Emily,NY,23470,Niger,2897 Kristina Centers Suite 031,Many performance approach woman support fact least. Play quality chance manager.,Pending,Low,Yes,6,1/10/2023 6:19,11/4/2022 17:07
0a1b68ed-d1dc-4f4f-b77a-4f15e45139cc,Vasquez Ltd,Customer - Direct,+1-870-792-7947x92955,930.992.4182x461,https://thompson.net/,Retail,4223,3277,227692,14,Private,GOOG,Warm,8a82b05b-961a-49d8-8c3a-845e802578c0,3/18/2022 12:36,5202,64243 Cox Road,Howardborough,GA,4227,Aruba,1077 Aaron Mountain,Artist let record fish do. Improve what both hotel from audience its institution. Per analysis among energy walk.,Rejected,Low,Yes,5,11/19/2022 19:14,9/3/2022 12:17
591daf3f-3659-4a3d-a893-03832e450bf8,Shannon Inc,Customer - Channel,001-158-229-9980,786-601-9577x1956,http://www.edwards-dyer.com/,Finance,8171,4664,585964,95,Subsidiary,GOOG,Cold,cace4982-56c2-4dd7-bcbb-9055e661f724,1/20/2023 17:05,2776,5220 Jacqueline Ports Apt. 596,Whitetown,IA,58435,French Southern Territories,970 Stone Meadows Suite 159,However more blue few instead board effect provide. Institution answer management mention.,Approved,Medium,Yes,6,7/14/2022 19:02,6/23/2022 11:42
847f1132-15a8-4d94-9a48-99959ae2f509,"Holmes, Brown and Taylor",Customer - Direct,001-335-479-9722,+1-875-199-5730x9261,http://www.hayes.org/,Technology,5539,1891,841285,15,Subsidiary,AAPL,Warm,fa58e03a-65f5-4c04-99b9-cf15219e0399,10/10/2022 0:07,8849,78735 Smith Ridge Suite 356,Adamstad,AL,9343,Wallis and Futuna,60726 Wilson Drives,War stop catch generation age away ahead. Lot green war site article provide paper.,Approved,High,No,1,6/14/2022 19:09,2/17/2023 2:25
87acc85e-2620-4b08-8a78-04b582aa340b,"Johnson, Nelson and Knight",Prospect,509-265-8752,056-827-6481x9796,https://www.prince.biz/,Manufacturing,6390,9781,863295,69,Subsidiary,AAPL,Warm,3cc10657-c7e0-4fcb-82b2-23f18cdff269,12/16/2022 11:52,1819,8092 Luis Hollow,Reidville,AZ,71049,Zimbabwe,91009 Melissa Fords Suite 224,Wrong success little try. Hotel operation your chair former. Instead son serve.,Pending,Low,Yes,7,6/28/2022 17:07,2/23/2023 20:59
aeb3df82-389f-4aec-bca3-43a1190698af,"Frank, Walker and Barnes",Customer - Channel,379-038-4611x6411,6350451216,https://anderson.com/,Healthcare,3997,4732,229839,62,Subsidiary,AMZN,Cold,c161c851-8d26-4e6b-b17b-1661f5da986f,11/24/2022 7:38,5278,9060 Christian Mission Suite 795,Harrischester,NE,75763,Comoros,677 Hill Manors,Piece recognize there spring development including guess. Friend tonight job even home.,Approved,Medium,Yes,10,11/1/2022 20:48,7/18/2022 11:52
a4695807-9bec-4195-8ba4-a80e29767c7b,Henson PLC,Prospect,479.221.8115x5810,856.708.2404x626,http://www.smith-hernandez.biz/,Healthcare,5354,6836,991255,65,Private,MSFT,Cold,d17414a7-588a-47a5-a7e6-e4c881680abf,12/24/2022 17:32,8482,819 Sarah Island Apt. 874,Hessmouth,WA,95508,Sudan,038 Steele Cliffs,Language call discover respond heart enough food. Health color recent. Long concern safe general eye. Total community us.,Rejected,High,No,6,1/6/2023 12:17,1/22/2023 23:11
fb782b26-d138-496a-a40b-6ceb6bf27de8,"Beltran, Martin and Richards",Customer - Channel,+1-617-638-0739x659,688-321-7257x28278,http://davis-roberts.com/,Manufacturing,6831,1330,633264,72,Private,GOOG,Cold,ec0c92a4-1c01-4c96-bdab-b75fea4250a9,4/10/2022 0:08,3438,668 Leslie Union Suite 053,East Matthew,MO,96134,Swaziland,2715 Karen Key,Low long miss development. Although us participant.,Rejected,Medium,Yes,6,1/1/2023 18:40,8/23/2022 17:31
72ab9373-3c9a-4e6d-a279-bf75f98f136a,"Newman, Spencer and Flores",Prospect,(739)335-3361,-3250,http://www.brewer-pennington.biz/,Technology,2395,2583,888178,56,Public,MSFT,Cold,87e6701a-5bc0-4db6-8681-966d856cefd8,5/26/2022 3:20,9951,91208 Wells Terrace,Kelleyborough,ME,9721,Costa Rica,246 Johnson Branch,Building usually over young lose learn view up. Attack near east address nature us.,Rejected,High,Yes,6,5/25/2022 22:46,1/21/2023 23:05
0ebea53d-1ac7-480e-8181-fafdfed1522e,King-Thompson,Customer - Direct,308.199.2351,7785026837,http://www.bishop.org/,Healthcare,4515,2040,536011,89,Subsidiary,FB,Warm,d9fcc9bf-815a-41cb-91c9-0ead19c77ea0,9/12/2022 4:35,9886,60117 Darryl Courts Suite 193,North Adam,WV,6331,Morocco,2975 Stephen Camp Suite 606,Accept yeah tough together chair admit knowledge.,Rejected,Low,Yes,5,12/10/2022 12:52,2/16/2023 8:26
08b09560-c78d-4c1b-aeeb-f4da6e885ab1,Anderson-Mccoy,Customer - Channel,(374)003-5956x34504,914.982.9090,https://www.hernandez-garcia.info/,Finance,2611,7857,718313,32,Public,AAPL,Cold,01ee447c-7209-40e0-9518-14b04278c01f,9/10/2022 11:07,7465,9072 Shelly Path Suite 146,Sanchezberg,GU,64509,Turkmenistan,400 Schroeder Junction Suite 410,Space walk where throughout. Lot trouble federal visit thus.,Pending,Low,No,7,7/16/2022 19:56,10/25/2022 5:46
244e9b61-de28-4c68-be62-4f0249a3cb5e,"Webb, Shea and Thomas",Customer - Direct,001-259-335-2162x527,4987644859,http://sanchez.net/,Manufacturing,8516,4755,237796,48,Private,FB,Warm,fb9bc5ad-c74e-48c6-bb46-e35c7711ed10,5/22/2022 22:08,9004,795 Gregory Forge Apt. 086,South Robert,HI,98622,Cook Islands,97866 Gibson Keys Suite 909,Spend health lawyer magazine list research. However garden not service political wall. Wait future free attorney.,Pending,Medium,Yes,6,9/23/2022 8:44,12/4/2022 8:39
7b304b69-97d9-4e37-8a55-3e1c9ea4ae51,"Patel, Bell and Vega",Customer - Direct,(465)597-6418,9248658,https://sanchez-lawrence.org/,Healthcare,7631,4892,274504,85,Partnership,GOOG,Cold,7bab63d8-0159-4cd8-aea0-1b0e6ca818c2,8/28/2022 16:18,6323,293 Katherine Route Suite 777,Collinsbury,RI,99909,Bhutan,53252 Amanda Pines Suite 528,College approach chair visit. My green foreign visit heart apply.,Approved,Medium,Yes,1,6/22/2022 15:48,4/27/2022 21:32
9e5afa6f-30e0-4aac-bd34-751cd45cf7bf,Nguyen-Adams,Prospect,(736)572-4486,787-653-4246x312,https://robinson.com/,Manufacturing,7289,1592,297142,92,Public,AAPL,Warm,296227cc-b473-49e7-baca-7624b2039b70,7/10/2022 13:10,1483,40203 Ortiz River Suite 256,Myersville,NJ,96025,Panama,052 Lewis Fords,Even sign form reflect government son baby. Beyond expect international. Specific head question bring management election.,Rejected,Medium,No,9,6/28/2022 13:35,12/5/2022 22:33
27685906-89df-40fe-b522-d8902048f53f,Hammond-Gutierrez,Customer - Direct,025-738-6871,201-280-8915,http://hendrix-russell.com/,Healthcare,4154,8044,982050,41,Private,AMZN,Warm,6e51d667-420a-4caf-8226-e7a72c6c761c,2/12/2023 9:29,7027,77797 Kimberly Walks Suite 306,Michelleton,PW,23812,Sao Tome and Principe,8754 Jones Via Apt. 220,Head purpose prevent subject win end family. Not trial kid right trade. Movement account rate why attorney they.,Rejected,High,Yes,8,3/17/2023 6:26,1/4/2023 22:57
62eabe75-5b9c-4197-8816-450a5b944b88,Smith LLC,Customer - Channel,001-734-572-3222x7556,(901)619-6210x65762,https://www.ferguson-moore.com/,Retail,7438,3360,510986,26,Public,GOOG,Hot,435df5bc-2504-48b1-83fc-ff308b9d1796,4/20/2022 6:09,6181,06906 Michael Glens Suite 159,Schmittmouth,DE,51151,Nigeria,205 Wilkins Inlet Apt. 580,Affect reflect speak financial. Main throw ball security. End point senior run help bring.,Pending,High,No,10,2/14/2023 9:07,12/24/2022 12:37
